ticker,EBIT,Invested Capital,Free Cash Flow,Asset Turnover,Debt to Equity,R&D to Revenue,SG&A to Revenue,Market Cap,Sector,Sector_Grouped,ROIC,ROE,ROA,Profit Margin,Revenue Growth,Earnings Growth
TWLO,405736326.32832,8835158293.5,879865344,0.40004291701262207,0.13722,0.0,0.4362800828870674,28934168576,Technology,Technology,0.011766172890923769,0.01317,0.01674,0.019609999,0.2,3.75
NET,-225641794.23715073,4904898536.0,754998272,0.31650059097844985,2.30859,0.0,0.3636291962004946,85475205120,Technology,Technology,-0.01768436173824249,-0.05876,-0.026530001,-0.037249997,0.335,0.0
DDOG,29266086.87872,4992947575.984,936726528,0.49029568474574176,0.32220999999999994,0.0,0.1929705968584073,88046755840,Technology,Technology,0.027172925398332836,0.039300002,-0.0021600001,0.03695,0.322,1.04
MDB,-93868531.06432,3011292079.1860003,517605376,0.5761422688481439,1.998,0.0,0.3163721084496461,27011751936,Technology,Technology,-0.009660637106933764,-0.00975,-0.018229999,-0.01118,0.252,0.0
CRWD,48264411.19192243,5268866306.038,1604615040,0.6088602474104094,0.18336,0.0,0.24188491693263542,186066206720,Technology,Technology,-0.030841928901057223,-0.04137,-0.015700001,-0.033770002,0.233,0.0
ZS,-103965953.49503998,4234781842.375,1108818560,0.49960289528085267,0.7893899999999999,0.0,0.26539498273012874,22595670016,Technology,Technology,-0.018274377023539505,-0.037100002,-0.01356,-0.024389999,0.254,0.0
PANW,1533195581.187881,11294771000.0,2859225088,0.583957532442815,4.887,0.0,0.11001204562321477,228450598912,Technology,Technology,0.11349499976582084,0.16259001,0.034479998,0.12956999,0.149,0.605
FTNT,2223993759.96928,1554810031.068,1813049984,3.048389518950419,0.5731,0.0,0.0,101083496448,Technology,Technology,1.2570667341639497,1.32392,0.13586001,0.27491,0.201,0.286
CTSH,3333770514.516951,16128197000.0,1908875008,0.8848271179557972,7.247,0.0,0.5091202895288625,26372116480,Technology,Technology,0.13820515312405968,0.14876,0.10438,0.10413,0.058,0.036
ACN,9964925916.7744,39512152034.216,12164313088,1.2166776050324168,0.25469,0.0,0.5415498588814807,115129458688,Technology,Technology,0.19356739125160527,0.24763,0.11163,0.10606,0.083,0.04
INFY,4218666052.48512,5860680398.62,3170249984,2.293021484757589,9.827,0.0,0.495551809084696,51203518464,Technology,Technology,0.5652927152929383,0.31439,0.15093,0.16434999,0.066,0.118
HPQ,4084645302.5996795,10720419937.67,3450874880,3.570569016626236,0.0,0.0,0.7257145862545551,24728694784,Technology,Technology,0.23814365023417866,0.0,0.058790002,0.044460002,0.09,0.162
HPE,2732194807.48032,46396213607.138,2551500032,0.5135907401216749,0.87223,0.0,0.602853832748245,57107804160,Technology,Technology,-0.005043515015716701,-0.00471,0.01609,-0.0033000002,0.184,-0.303
DELL,11174426769.32608,29929770431.856,-128125000,2.9848096157212503,0.0,0.0,0.7248665996884885,273409769472,Technology,Technology,0.2809577158349939,0.0,0.06944,0.062750004,0.875,2.825
AMAT,9257495040.0,31177294019.02,3040375040,0.6206226018694596,0.30399,0.0,0.19147962072767366,357329371136,Technology,Technology,0.2728909138429273,0.39692003,0.14858,0.29314,0.114,0.335
LRCX,7597968237.779435,14319312048.0,4352341504,1.0094453398003076,0.35281999999999997,0.0,0.14978424827099085,397906673664,Technology,Technology,0.4684723652584235,0.66762,0.22778,0.30938998,0.238,0.408
KLAC,5397788827.8528,11972131073.726,2890187008,0.7292859787645709,1.054,0.0,0.0,251028209664,Technology,Technology,0.3901194147673506,0.94975996,0.21282,0.35661998,0.115,0.118
PG,19985666444.24704,90772393907.218,12733750272,0.636882308224215,0.67651,0.0,0.25968764005550576,334293663744,Consumer Defensive,Consumer Defensive,0.17982339803315503,0.31112,0.10925999,0.19162,0.074,0.058
KO,17276506828.1856,78275200595.088,3124250112,0.4197498178845738,1.24943,0.0,0.03200827454053185,339939131392,Consumer Defensive,Consumer Defensive,0.17503628336737573,0.43372002,0.0951,0.278,0.121,0.182
PEP,16190058067.272581,74091956043.765,8746250240,0.8588336528877685,2.4483699999999997,0.0,0.286550290038886,197099208704,Consumer Defensive,Consumer Defensive,0.11786704179926832,0.43879002,0.090909995,0.09149,0.085,0.278
WMT,30571607197.9124,175190354412.015,6862249984,2.7600644353216617,0.74816,0.0,0.7080860994580281,922642153472,Consumer Defensive,Consumer Defensive,0.12977882859080914,0.24132,0.06835,0.03135,0.073,0.194
COST,10783451139.233938,26766479130.12,7770375168,7.312305109306913,0.6025699999999999,0.0,0.8345108855075211,424273805312,Consumer Defensive,Consumer Defensive,0.3301890985749674,0.29152,0.086660005,0.0301,0.215,0.455
CL,4351145974.08768,8117834457.11,3319500032,1.707762576490804,16.405350000000002,0.0,0.19013485528829624,72121057280,Consumer Defensive,Consumer Defensive,0.25721145350176816,3.6357698,0.16098,0.10041001,0.084,-0.059
GIS,3526168115.1654296,5525735331.172,2263375104,2.216440935002642,2.17629,0.0,0.47665537999312396,18043762688,Consumer Defensive,Consumer Defensive,0.3988247594067408,0.23591,0.05311,0.12053,0.022,-0.145
MKC,1019671950.9504001,11520966062.408,372775008,0.41134861558731756,0.65158,0.0,0.47474616583766555,12735101952,Consumer Defensive,Consumer Defensive,0.1426356053041383,0.25347,0.048779998,0.23117,0.167,5.283
SJM,1676236984.05376,12731959510.605999,884462528,0.467411696503535,1.43204,0.0,0.47011887859693674,11006106624,Consumer Defensive,Consumer Defensive,-0.0986258216540804,-0.20683001,0.04804,-0.14068,0.07,0.0
CHD,1255600586.8957593,6564430454.941999,1128824960,0.630204463950948,0.56794,0.0,0.3429592701767569,22658916352,Consumer Defensive,Consumer Defensive,0.1116623909768386,0.16779,0.08140001,0.11812,0.002,0.022
KMB,3253088490.30144,8902129143.727,1054625024,1.2398532222797058,3.71264,0.0,0.43204346020146384,32397377536,Consumer Defensive,Consumer Defensive,0.19332453036953803,1.11727,0.10163999,0.12798999,0.027,0.179
CLX,1149605667.6000001,4419009699.546,62750000,1.0198363373426569,48.760870000000004,0.0,0.3914784515384615,10885340160,Consumer Defensive,Consumer Defensive,0.17107905422286582,5.46099,0.110369995,0.111829996,0.001,0.027
HSY,2559308206.1926403,9140536330.004,1527240576,0.874589354138023,1.20011,0.0,0.4362204309846812,39357698048,Consumer Defensive,Consumer Defensive,0.11970424759523068,0.23234,0.07837,0.09125,0.106,0.936
CPB,1170414642.574121,11420088990.72,862499968,0.58592656035962,1.8500100000000002,0.0,0.5872855869948237,6293872640,Consumer Defensive,Consumer Defensive,0.04816074554646043,0.13891,0.05347,0.0548,-0.045,-0.172
CAG,1181527996.4735386,15496451757.984001,654675008,0.4810262326122163,0.89813,0.0,0.6515764713566835,6353645056,Consumer Defensive,Consumer Defensive,-0.00279418802937848,-0.00511,0.04202,-0.00387,-0.019,0.39
HRL,1350994460.54912,8198855370.115,471169760,0.9935089281313195,4.244,0.0,0.7316012732662627,12783101952,Consumer Defensive,Consumer Defensive,0.05694441320452899,0.05831,0.045819998,0.03821,-0.029,-0.051
MO,12694473886.192026,21392468406.33,8542875136,0.6350521430545522,0.0,0.0,0.0,116191035392,Consumer Defensive,Consumer Defensive,0.37550598572453875,0.0,0.27609,0.39518002,0.053,1.063
PM,14955736989.20448,41969052272.68,8575249920,0.6591047124027325,0.0,0.0,0.0,276457160704,Consumer Defensive,Consumer Defensive,0.2636466476323752,0.0,0.15456,0.26742,0.091,-0.093
BG,994755403.3664,32336298430.5,-6827500032,1.6606105240548512,0.93214,0.0,0.9432287299373694,23922434048,Consumer Defensive,Consumer Defensive,0.021214549385558498,0.04933,0.02379,0.00848,0.878,-0.764
ADM,1026640153.4771199,33458845696.897,1578499968,1.6056341815257429,0.46128,0.0,0.9242822396475154,38450491392,Consumer Defensive,Consumer Defensive,0.03230834517702005,0.047659997,0.01669,0.013409999,0.016,0.009
TSN,2027843967.3856,22582859732.211998,1029000000,1.644610108864578,0.44409999999999994,0.0,0.899751498955156,21486936064,Consumer Defensive,Consumer Defensive,0.02005946126273125,0.02619,0.0247,0.00813,0.044,36.022
KR,5072979822.412743,30396420151.604,3398874880,3.2381446414989328,4.1597,0.0,0.7246381185917299,38319247360,Consumer Defensive,Consumer Defensive,0.033194698420654506,0.14405,0.05763,0.0068800002,0.012,0.509
SFM,822614502.3590399,3487320917.568,439800736,1.7011916838835983,1.4369,0.0,0.5178375508973533,7769940480,Consumer Defensive,Consumer Defensive,0.1454893346477072,0.37276,0.10539,0.057010002,0.041,-0.055
AMZN,97600763776.20479,677581902917.5481,9806624768,0.73081052571774,0.5329999999999999,0.0,0.3625591200245777,2911304417280,Consumer Cyclical,Consumer Cyclical,0.1340029857483499,0.24285,0.06845,0.12224,0.166,0.748
TSLA,4113854329.6512,98129085475.28699,5251999744,0.664967636359966,0.18738,0.0,0.7673162402453273,1636706942976,Consumer Cyclical,Consumer Cyclical,0.039356324470919614,0.04901,0.022330001,0.03946,0.158,0.083
HD,19867762408.48896,77606875042.712,10128249856,1.4310759968479065,4.59356,0.0,0.54946959093404,316225585152,Consumer Cyclical,Consumer Cyclical,0.18055101752632488,1.2838,0.12519,0.08411,0.048,-0.043
MCD,12145677661.148487,53608985995.21,5952249856,0.3413109339349976,0.0,0.0,0.0,198373244928,Consumer Cyclical,Consumer Cyclical,0.16187583956121435,0.0,0.13561,0.31618,0.094,0.069
NKE,3229626575.58528,22597233539.12,1313874944,1.3725278569597192,0.79333,0.0,0.5213845444708709,68461408256,Consumer Cyclical,Consumer Cyclical,0.09956970476517991,0.16016,0.05195,0.04836,0.001,-0.348
SBUX,3238539318.7323904,15941668924.0,-1304087552,1.6088486202797103,0.0,0.0,0.6968532657655486,113012654080,Consumer Cyclical,Consumer Cyclical,0.09381702801194117,0.0,0.07377,0.03888,0.088,0.326
TGT,4808240535.961599,35484760676.095,3141250048,1.9985481275377073,1.17548,0.0,0.6734139874447402,57712287744,Consumer Cyclical,Consumer Cyclical,0.09722483134356207,0.22015,0.056750003,0.03243,0.067,-0.247
LOW,9786990765.83424,33286034208.0,4816124928,1.7711932742200067,0.0,0.0,0.5564037393014614,120255963136,Consumer Cyclical,Consumer Cyclical,0.19897233844722245,0.0,0.12792,0.075100005,0.103,-0.007
GM,17280713333.1456,191409972645.065,22466625536,0.6430281666962385,1.99048,0.0,0.7949783450743285,75054612480,Consumer Cyclical,Consumer Cyclical,0.012710936125107526,0.040149998,0.02688,0.0137600005,-0.009,-0.158
F,10903717417.45152,196297190503.046,-2247500032,0.644808017127662,4.25544,0.0,0.8719341132752674,69493047296,Consumer Cyclical,Consumer Cyclical,-0.03110080139381958,-0.14813,0.0034,-0.03216,0.064,4.308
BKNG,6931716782.283038,10508984181.34,7075125248,1.7564019246923148,0.0,0.0,0.0,129737891840,Consumer Cyclical,Consumer Cyclical,0.5855941702650183,0.0,0.22259001,0.22227,0.162,2.4
ABNB,406095172.05504,7897716738.322,3191000064,1.0675659377714497,0.33185000000000003,0.0,0.13876059674739322,79120138240,Consumer Cyclical,Consumer Cyclical,0.3186996975704118,0.32325,0.06245,0.19902,0.179,0.06
MAR,4238991040.0,13329636681.043,1796875008,0.35929961543097244,0.0,0.0,0.0,99041452032,Consumer Cyclical,Consumer Cyclical,0.19385374574198902,0.0,0.09765001,0.35969,0.126,0.017
HLT,2908725636.7104,7170557675.336,1684499968,0.47146496303370444,0.0,0.0,0.0,74591264768,Consumer Cyclical,Consumer Cyclical,0.21504603544350467,0.0,0.10859,0.30408,0.11,0.35
DIS,15087436808.192001,155537453332.92798,3751375104,0.41688994950863917,0.41069,0.0,0.4732792781896626,176828973056,Consumer Cyclical,Consumer Cyclical,0.07216268668084093,0.1101,0.04449,0.1154,0.065,-0.298
CMCSA,16467662146.355202,182537947499.578,4013125120,0.45753775399236596,1.06858,0.0,0.16724813530109947,88841330688,Consumer Cyclical,Consumer Cyclical,0.10297585220762634,0.20918,0.04535,0.15004,0.053,-0.326
EBAY,2685977704.7036824,11598048128.0,1200375040,0.6670087711273665,1.63327,0.0,0.05067409343923522,48515878912,Consumer Cyclical,Consumer Cyclical,0.17304636451324096,0.42875,0.085930005,0.17615,0.195,0.071
ETSY,551053689.0879999,1938821184.389,165655504,0.998054592268383,0.0,0.0,0.09461408506479878,6445351936,Consumer Cyclical,Consumer Cyclical,0.1561417888547585,0.0,0.1015,0.09811,0.031,0.0
TJX,7249052519.46496,24357914220.652,4314250240,1.6855301708273431,1.3630699999999998,0.0,0.5687670142724159,171124752384,Consumer Cyclical,Consumer Cyclical,0.23770508737118856,0.6125,0.13871999,0.09402,0.092,0.293
ROST,3180524012.78976,10907105673.008,2044547840,1.453246119291392,0.74911,0.0,0.5388307558009428,74951892992,Consumer Cyclical,Consumer Cyclical,0.21231655522792345,0.38981998,0.12161,0.097399995,0.206,0.374
BURL,706696644.89472,7703864824.734,210811744,1.0307628750838296,3.19733,0.0,0.501200087561025,20346327040,Consumer Cyclical,Consumer Cyclical,0.08100661345930972,0.39141,0.060879998,0.052389998,0.141,0.133
JNJ,26410895942.61504,136194466372.685,12511375360,0.4716882599537894,0.6773,0.0,0.04556881395712415,542418173952,Healthcare,Healthcare,0.15448499182357206,0.26416,0.08424,0.21834,0.099,-0.529
PFE,20018303974.93248,154839213143.89,12376625152,0.27260536939550845,0.71602,0.0,0.0,149211447296,Healthcare,Healthcare,0.04830171835767381,0.083100006,0.05687,0.118310004,0.054,-0.101
UNH,36188404336.01387,175813154238.392,17687500800,1.7052687351869638,0.73982,0.0,0.7315167664608063,345376391168,Healthcare,Healthcare,0.06850454568188376,0.121759996,0.03783,0.02678,0.02,0.007
MRK,25389079312.95744,94996458013.04001,14049250304,0.46154704369414234,1.06936,0.0,0.0,293217566720,Healthcare,Healthcare,0.09405613904861071,0.18944,0.12578,0.13586001,0.049,0.0
ABBV,20200077742.8992,66256494515.293,20811624448,0.6320789207615004,0.0,0.0,0.0,384666140672,Healthcare,Healthcare,0.054258832893282934,0.0,0.10032,0.05786,0.124,-0.462
TMO,8086647365.95968,95914898669.54,5520625152,0.31414654261878056,0.82903,0.0,0.4117608094378103,183027302400,Healthcare,Healthcare,0.07139662445553666,0.13523,0.04997,0.15151,0.062,0.113
ABT,6080452497.244161,86197053871.906,6341125120,0.34907612345291084,0.6477299999999999,0.0,0.30025143989727604,149099200512,Healthcare,Healthcare,0.07253148425804491,0.123339996,0.0559,0.13904999,0.078,-0.197
DHR,5683329948.07808,72637982514.886,4568500224,0.2274108717058796,0.37170000000000003,0.0,0.18071153565778877,129288462336,Healthcare,Healthcare,0.05059336640093035,0.0708,0.0419,0.14887999,0.037,0.098
BMY,16018454065.67842,66498475895.516,9851750400,0.4860462363295472,2.30967,0.0,0.0,116765638656,Healthcare,Healthcare,0.10940100070008603,0.38731998,0.10689,0.15006,0.026,0.092
LLY,35680891108.39296,74506935057.302,9156599808,0.6464633113721521,1.3901499999999998,0.0,0.0,985374195712,Healthcare,Healthcare,0.3392570055466635,1.07459,0.20739001,0.34986,0.555,1.699
AMGN,12580731369.069445,66513152297.672,7436624896,0.3730590463013606,6.23754,0.0,0.0,181768355840,Healthcare,Healthcare,0.11727003954183367,1.01318,0.08347999,0.20955999,0.058,0.044
GILD,11680895318.87616,45680641528.442,7934125056,0.4339693794870133,0.94635,0.0,0.0,166904233984,Healthcare,Healthcare,0.20174848013598648,0.4336,0.13292,0.30993,0.044,0.548
BIIB,2275565182.03392,25218359595.939,1930925056,0.26270278128638347,0.35180999999999996,0.0,0.0,28936876032,Healthcare,Healthcare,0.05440084343237463,0.077010006,0.059520002,0.13805,0.019,0.311
REGN,3082091143.6382413,34470423064.95,3273349888,0.288548825368116,8.612,0.0,0.35456774357067805,64452943872,Healthcare,Healthcare,0.12832450381201657,0.14548,0.06126,0.29648,0.19,-0.072
VRTX,4658234826.40384,21321142829.643,2783225088,0.38203081581578235,0.1026,0.0,0.07482940128185217,113588084736,Healthcare,Healthcare,0.20347407916466925,0.24197,0.12142,0.35507,0.078,0.614
MRNA,-2917085943.5928063,10009045530.086,-20000000,0.14819927496662325,0.17522,0.0,3.0099263533609406,18724343808,Healthcare,Healthcare,-0.31911133408267717,-0.36556998,-0.13093,-1.4355099,2.602,0.0
CVS,16727686314.72128,155978800002.41498,5201625088,1.7336458538627042,1.00912,0.0,0.8248828087877356,116083867648,Healthcare,Healthcare,0.0187974263166187,0.037520003,0.026659999,0.00723,0.061,0.631
CI,15222924916.220657,73099267983.696,6923375104,2.534380197897292,0.7280500000000001,0.0,0.8537312228096164,73381289984,Healthcare,Healthcare,0.08602001324284766,0.16268998,0.04782,0.02263,0.046,0.291
HUM,6408612047.83104,32950997691.0,1431374976,2.775839087091311,0.7707299999999999,0.0,0.8132316994709891,36669186048,Healthcare,Healthcare,0.0342933470663512,0.062800005,0.036429998,0.00824,0.235,-0.046
BSX,4247102757.9992065,36894553016.958,2807124992,0.3724849867951167,0.4225,0.0,0.10453565882885281,71805820928,Healthcare,Healthcare,0.09662672791729998,0.14661,0.060749996,0.17294,0.116,1.0
SYK,4504124731.5558405,37704307575.868,4359875072,0.44681012578650536,0.66295,0.0,0.17478730793678218,116959535104,Healthcare,Healthcare,0.08850447470187174,0.152,0.07716,0.13205,0.026,0.142
MDT,7099283931.21792,77075605254.91599,4073125120,0.3069194214230041,0.5706,0.0,0.14834054330985516,94763540480,Healthcare,Healthcare,0.05985032717866042,0.0939,0.04567,0.13,0.087,-0.118
BDX,3276926506.20928,41411933334.368,4531250176,0.35781955435461704,0.71599,0.0,0.3816562171447652,40537505792,Healthcare,Healthcare,0.03977114641573967,0.06672,0.04383,0.05124,0.052,0.0
ISRG,3266482618.12224,17462707250.494,2254087424,0.4039885231312247,0.0,0.0,0.028398658752659397,150391717888,Healthcare,Healthcare,0.1705978266294148,0.17232999,0.102419995,0.28152,0.23,0.188
IDXX,1413102325.53984,2694154567.58,786844480,1.1001830658374003,0.7104,0.0,0.06163918041097085,44452937728,Healthcare,Healthcare,0.4065219706320648,0.72915,0.26463,0.24634,0.143,0.172
WAT,107113827.5328,9825071681.405,-502370624,0.25582755371550586,0.36634,0.0,0.42004990678776294,37661151232,Healthcare,Healthcare,0.045763431207425286,0.05212,0.03313,0.11926,0.914,0.0
A,1572526080.0,10477057499.288,933374976,0.4601800967171347,0.47107999999999994,0.0,0.25518166371681417,38249025536,Healthcare,Healthcare,0.13496155767934773,0.21330999,0.08643,0.19552,0.1,0.6
GE,9762608380.19752,39901793778.115005,5667999744,0.8071984633850103,1.16527,0.0,0.48644032974426477,338274058240,Industrials,Industrials,0.21462693611275965,0.45428002,0.048520003,0.17863001,0.247,-0.018
HON,7908600053.759999,51340959531.193,2936875008,0.4890182627397017,2.57387,0.0,0.4207488110071244,150720724992,Industrials,Industrials,0.0772872193319484,0.24264,0.05953,0.1089,0.024,-0.419
MMM,5834845829.76,16390924272.816,2322374912,1.017799020298966,3.96497,0.0,0.3696912683120204,79867600896,Industrials,Industrials,0.17003312428342923,0.71458,0.08118,0.11137,0.013,-0.397
CAT,12863259765.726004,61725041183.313,3776624896,0.7641955243617635,2.3079300000000003,0.0,0.5321848587375427,403418677248,Industrials,Industrials,0.15277429443901844,0.51331,0.085200004,0.13328,0.222,0.302
BA,1580955643.9039998,55598003122.621,2554249984,1.1053634708988718,8.28696,0.0,0.9345986778998892,182216081408,Industrials,Industrials,0.03456958689255516,1.69947,-0.02069,0.024600001,0.14,0.0
UPS,5590466209.3824,42931417865.208,4625500160,1.3714432012671833,1.81508,0.0,0.7122018976180432,90687168512,Industrials,Industrials,0.12226477011498463,0.33353,0.07194,0.05943,-0.016,-0.272
FDX,6381988837.7856,71776976885.468,894000000,0.8538763975965372,1.40994,0.0,0.6550641293532782,98246328320,Industrials,Industrials,0.06237376365326436,0.15869,0.050279997,0.04877,0.083,0.173
RTX,11912969384.08837,105214717315.876,7233375232,0.5726258291963842,0.57229,0.0,0.6660510199079213,241945149440,Industrials,Industrials,0.06896373611132757,0.11571,0.040510003,0.080290005,0.087,0.325
LMT,8264663887.959835,28204381576.088,3987124992,1.7752797425790923,2.76365,0.0,0.790900011974992,122302472192,Industrials,Industrials,0.16993813259368043,0.6764,0.07226,0.06382,0.003,-0.115
DE,8274034397.7984,75879707459.412,1098749952,0.4158951279151985,3.76022,0.0,0.5655610980683808,146446778368,Industrials,Industrials,0.06303398133892943,0.18349001,0.03828,0.10104,-0.111,-0.085
EMR,4440530853.80608,34360064836.0,3272250112,0.3553737809561177,0.69182,0.0,0.23086203338589004,80553582592,Industrials,Industrials,0.07095446820710417,0.12328,0.06678,0.13354,0.029,0.279
ETN,4593467876.623197,41553981360.0,2646500096,0.4575895329483458,1.10463,0.0,0.4679031015953304,155552989184,Industrials,Industrials,0.09599561354763048,0.20844999,0.07022,0.13986,0.168,-0.094
ROK,1824541083.0265548,7576043288.356,974499968,0.7747227595290458,1.13367,0.0,0.30355053733330106,50191228928,Industrials,Industrials,0.14334659381753106,0.27183,0.09337,0.12358,0.119,0.396
PH,4518081539.11296,24190999589.485,2774481920,0.5783693987610811,0.65554,0.0,0.4102977595425408,106496352256,Industrials,Industrials,0.14385515518394026,0.24841999,0.095410004,0.16582,0.106,-0.042
ITW,4164255037.8496,12376857356.0,2215749888,0.8737274314165302,2.8322000000000003,0.0,0.3020618054873422,71142457344,Industrials,Industrials,0.2532145307856128,0.96848,0.17045,0.19320999,0.046,0.118
DOV,1357528243.5949516,10779980870.68,840764352,0.5120686370616716,0.43927,0.0,0.4356380531498406,28462034944,Industrials,Industrials,0.10175685589419839,0.14998001,0.07056,0.13304,0.101,0.053
CARR,1437296408.41216,26011790924.14,849750016,0.5605150421150933,0.91102,0.0,0.6824738831381428,53049171968,Industrials,Industrials,0.049285341549099256,0.09907,0.031489998,0.059899997,0.024,-0.407
OTIS,2254905659.8528,2567396936.8239994,1682125056,3.8033334734023336,0.0,0.0,0.5405949680855549,27182444544,Industrials,Industrials,0.5768488365620908,0.0,0.13346,0.101110004,0.064,0.426
TT,3352970528.3993597,13179026012.549,2662362624,1.0927868567034684,0.5359700000000001,0.0,0.48554027857722637,99762331648,Industrials,Industrials,0.2227933940796661,0.36630002,0.11342,0.13415,0.06,-0.021
JCI,3425017758.4706354,23040721620.068,2870374912,0.7069512506564132,0.70317,0.0,0.4942079268253679,81792090112,Industrials,Industrials,0.08892950358878354,0.13449,0.05446,0.14452,0.082,0.389
AME,1998088043.89376,13374864935.28,1385356544,0.37869949145974663,0.22489,0.0,0.37019619205962767,51765501952,Industrials,Industrials,0.11422478383091178,0.14626999,0.0801,0.20108,0.113,0.145
FAST,1716421266.0224001,4434921836.975,903862528,1.2691392600744937,0.11166999999999999,0.0,0.3477731029353583,50743152640,Industrials,Industrials,0.2930153179173889,0.33842,0.21195999,0.15392,0.124,0.138
GWW,3073353004.21632,6709839633.585,1152125056,1.8259751238575994,0.64034,0.0,0.44126931125999913,58272321536,Industrials,Industrials,0.26558011775430396,0.46129,0.19511,0.09696,0.101,0.182
EXPD,1184997419.56096,2828059966.2990003,783248512,2.63680226428348,0.24708,0.0,0.7578642206856827,20663693312,Industrials,Industrials,0.29566098949954067,0.36641,0.14173001,0.07475,0.044,0.163
CHRW,794720865.5652741,3344568900.766,642142272,3.228907827710368,0.96501,0.0,0.8652022590086139,21058017280,Industrials,Industrials,0.17909990368648393,0.34838,0.1008,0.03698,-0.008,0.099
ODFL,1297272433.2098918,4436029566.054,861986240,0.8199865419823311,0.909,0.0,0.3727781947820895,46824058880,Industrials,Industrials,0.22707265066676025,0.23331,0.15029,0.18461001,-0.029,-0.042
